index,critical_temp
0,70
1,80
2,48
3,71
4,2
5,97
6,36
7,5
8,21
9,32
10,31
11,28
12,3
13,33
14,19
15,14
16,4
17,90
18,79
19,10
20,11
21,99
22,4
23,13
24,2
25,0
26,1
27,11
28,4
29,10
30,0
31,5
32,85
33,2
34,90
35,2
36,44
37,6
38,16
39,0
40,23
41,3
42,7
43,39
44,2
45,61
46,23
47,63
48,83
49,29
50,1
51,16
52,75
53,0
54,27
55,65
56,75
57,87
58,19
59,2
60,20
61,92
62,29
63,2
64,95
65,82
66,10
67,46
68,26
69,6
70,20
71,28
72,86
73,15
74,56
75,5
76,35
77,6
78,49
79,2
80,7
81,1
82,5
83,8
84,8
85,86
86,24
87,3
88,26
89,3
90,5
91,0
92,29
93,6
94,3
95,63
96,15
97,2
98,71
99,87
100,28
101,91
102,62
103,11
104,88
105,5
106,70
107,3
108,19
109,9
110,133
111,129
112,56
113,9
114,15
115,35
116,2
117,11
118,14
119,2
120,90
121,11
122,2
123,22
124,3
125,33
126,14
127,84
128,12
129,89
130,11
131,0
132,13
133,54
134,3
135,64
136,0
137,5
138,15
139,74
140,76
141,64
142,12
143,49
144,26
145,74
146,5
147,81
148,69
149,2
150,38
151,53
152,8
153,33
154,83
155,0
156,7
157,9
158,3
159,22
160,4
161,4
162,52
163,30
164,52
165,82
166,41
167,2
168,35
169,11
170,108
171,75
172,8
173,85
174,67
175,9
176,19
177,87
178,8
179,3
180,77
181,14
182,8
183,31
184,3
185,8
186,35
187,21
188,4
189,45
190,3
191,3
192,87
193,17
194,7
195,5
196,84
197,33
198,10
199,36
200,3
201,5
202,0
203,4
204,66
205,29
206,10
207,99
208,11
209,11
210,27
211,109
212,12
213,8
214,53
215,71
216,4
217,58
218,21
219,4
220,1
221,71
222,59
223,4
224,5
225,86
226,56
227,0
228,5
229,3
230,2
231,13
232,75
233,31
234,83
235,24
236,59
237,78
238,16
239,95
240,35
241,38
242,89
243,8
244,80
245,82
246,83
247,74
248,7
249,3
250,80
251,4
252,72
253,14
254,13
255,39
256,0
257,91
258,89
259,89
260,22
261,14
262,52
263,3
264,2
265,5
266,2
267,3
268,41
269,80
270,55
271,83
272,7
273,29
274,37
275,1
276,1
277,21
278,5
279,46
280,1
281,18
282,111
283,25
284,90
285,72
286,90
287,5
288,32
289,7
290,77
291,30
292,26
293,26
294,18
295,67
296,6
297,57
298,2
299,74
300,10
301,11
302,72
303,22
304,76
305,102
306,11
307,36
308,77
309,29
310,2
311,2
312,2
313,3
314,51
315,4
316,40
317,37
318,8
319,92
320,8
321,10
322,7
323,5
324,89
325,0
326,19
327,90
328,4
329,10
330,68
331,68
332,11
333,56
334,6
335,4
336,5
337,8
338,2
339,125
340,4
341,45
342,78
343,3
344,4
345,3
346,85
347,99
348,13
349,40
350,4
351,103
352,4
353,0
354,4
355,24
356,3
357,4
358,2
359,13
360,74
361,1
362,20
363,24
364,31
365,16
366,4
367,55
368,3
369,64
370,0
371,55
372,7
373,14
374,3
375,50
376,54
377,15
378,109
379,4
380,92
381,37
382,2
383,5
384,73
385,7
386,86
387,6
388,91
389,4
390,5
391,10
392,12
393,9
394,16
395,122
396,1
397,5
398,36
399,1
400,22
401,78
402,5
403,75
404,32
405,36
406,6
407,55
408,21
409,19
410,1
411,83
412,7
413,85
414,31
415,99
416,83
417,0
418,3
419,5
420,67
421,43
422,89
423,4
424,69
425,25
426,87
427,70
428,76
429,30
430,2
431,68
432,84
433,6
434,51
435,10
436,81
437,18
438,0
439,5
440,7
441,85
442,25
443,5
444,29
445,85
446,27
447,18
448,52
449,3
450,84
451,92
452,14
453,22
454,4
455,17
456,38
457,3
458,75
459,15
460,19
461,36
462,57
463,1
464,89
465,7
466,5
467,88
468,77
469,15
470,72
471,2
472,80
473,20
474,3
475,1
476,85
477,3
478,72
479,15
480,68
481,49
482,37
483,45
484,1
485,2
486,8
487,16
488,115
489,45
490,38
491,6
492,26
493,24
494,44
495,65
496,55
497,8
498,10
499,5
500,57
501,9
502,34
503,0
504,10
505,18
506,5
507,12
508,18
509,6
510,3
511,78
512,90
513,47
514,108
515,10
516,91
517,72
518,3
519,13
520,7
521,23
522,108
523,13
524,6
525,87
526,86
527,1
528,1
529,12
530,35
531,4
532,74
533,17
534,21
535,6
536,1
537,10
538,65
539,3
540,6
541,103
542,3
543,80
544,1
545,80
546,9
547,6
548,2
549,3
550,33
551,79
552,77
553,78
554,5
555,0
556,10
557,12
558,4
559,76
560,27
561,2
562,71
563,39
564,10
565,14
566,0
567,62
568,3
569,81
570,64
571,26
572,19
573,9
574,8
575,7
576,59
577,10
578,79
579,1
580,36
581,5
582,7
583,21
584,90
585,77
586,6
587,74
588,67
589,4
590,6
591,92
592,25
593,13
594,80
595,41
596,4
597,17
598,125
599,3
600,1
601,86
602,75
603,7
604,22
605,48
606,4
607,19
608,19
609,2
610,4
611,2
612,37
613,28
614,3
615,14
616,8
617,14
618,22
619,27
620,3
621,4
622,3
623,118
624,19
625,4
626,3
627,59
628,90
629,91
630,44
631,89
632,18
633,58
634,89
635,6
636,1
637,11
638,49
639,21
640,5
641,52
642,17
643,73
644,11
645,0
646,73
647,5
648,43
649,2
650,21
651,2
652,65
653,85
654,6
655,10
656,2
657,4
658,11
659,78
660,126
661,2
662,31
663,48
664,80
665,77
666,44
667,12
668,6
669,79
670,7
671,0
672,100
673,38
674,11
675,80
676,31
677,55
678,27
679,40
680,18
681,8
682,69
683,23
684,52
685,3
686,3
687,80
688,83
689,58
690,13
691,62
692,5
693,86
694,46
695,63
696,46
697,29
698,76
699,19
700,25
701,10
702,87
703,85
704,90
705,27
706,33
707,32
708,81
709,34
710,1
711,86
712,44
713,3
714,3
715,7
716,73
717,6
718,17
719,0
720,41
721,78
722,4
723,86
724,15
725,54
726,2
727,20
728,45
729,89
730,13
731,37
732,45
733,8
734,72
735,46
736,17
737,4
738,74
739,72
740,1
741,86
742,7
743,92
744,97
745,21
746,76
747,7
748,73
749,33
750,30
751,74
752,5
753,4
754,83
755,85
756,14
757,2
758,19
759,107
760,72
761,1
762,7
763,22
764,10
765,2
766,52
767,2
768,1
769,17
770,2
771,3
772,69
773,44
774,14
775,92
776,37
777,32
778,35
779,49
780,25
781,36
782,22
783,74
784,80
785,13
786,113
787,83
788,41
789,8
790,56
791,118
792,3
793,0
794,80
795,2
796,36
797,10
798,2
799,3
800,37
801,2
802,50
803,9
804,89
805,54
806,8
807,76
808,49
809,41
810,5
811,2
812,7
813,8
814,93
815,2
816,23
817,62
818,66
819,83
820,19
821,17
822,63
823,63
824,37
825,25
826,4
827,4
828,9
829,84
830,4
831,28
832,26
833,12
834,12
835,51
836,10
837,26
838,65
839,6
840,58
841,4
842,17
843,7
844,19
845,3
846,14
847,23
848,2
849,1
850,82
851,9
852,12
853,83
854,17
855,85
856,57
857,11
858,2
859,80
860,4
861,4
862,87
863,13
864,128
865,2
866,74
867,27
868,21
869,3
870,35
871,67
872,8
873,67
874,14
875,40
876,77
877,87
878,77
879,13
880,7
881,2
882,78
883,90
884,4
885,1
886,7
887,106
888,11
889,76
890,46
891,15
892,32
893,63
894,59
895,19
896,28
897,4
898,29
899,10
900,76
901,10
902,13
903,130
904,3
905,3
906,43
907,9
908,78
909,29
910,65
911,21
912,5
913,70
914,125
915,1
916,77
917,111
918,49
919,121
920,28
921,16
922,82
923,35
924,4
925,4
926,29
927,69
928,42
929,6
930,45
931,6
932,82
933,3
934,5
935,21
936,7
937,56
938,5
939,30
940,90
941,2
942,16
943,5
944,2
945,73
946,2
947,34
948,76
949,39
950,65
951,94
952,8
953,3
954,81
955,41
956,49
957,3
958,7
959,3
960,3
961,63
962,4
963,89
964,42
965,3
966,37
967,68
968,89
969,92
970,5
971,80
972,75
973,58
974,11
975,77
976,3
977,76
978,38
979,76
980,6
981,85
982,31
983,78
984,31
985,39
986,10
987,3
988,0
989,61
990,108
991,71
992,40
993,7
994,17
995,90
996,2
997,20
998,34
999,87
1000,0
1001,5
1002,47
1003,91
1004,92
1005,1
1006,84
1007,1
1008,3
1009,2
1010,7
1011,33
1012,58
1013,85
1014,16
1015,2
1016,46
1017,61
1018,14
1019,4
1020,2
1021,35
1022,102
1023,30
1024,26
1025,31
1026,105
1027,88
1028,2
1029,36
1030,10
1031,8
1032,2
1033,3
1034,70
1035,66
1036,87
1037,3
1038,72
1039,8
1040,2
1041,1
1042,18
1043,23
1044,8
1045,71
1046,4
1047,0
1048,41
1049,7
1050,81
1051,74
1052,4
1053,27
1054,61
1055,43
1056,41
1057,119
1058,2
1059,2
1060,61
1061,4
1062,37
1063,7
1064,6
1065,2
1066,71
1067,53
1068,77
1069,6
1070,9
1071,74
1072,13
1073,28
1074,9
1075,121
1076,29
1077,17
1078,64
1079,109
1080,3
1081,48
1082,0
1083,4
1084,52
1085,5
1086,3
1087,79
1088,5
1089,39
1090,26
1091,7
1092,79
1093,1
1094,8
1095,2
1096,4
1097,27
1098,11
1099,125
1100,89
1101,89
1102,29
1103,70
1104,2
1105,3
1106,50
1107,0
1108,81
1109,5
1110,24
1111,16
1112,4
1113,44
1114,10
1115,121
1116,23
1117,5
1118,13
1119,3
1120,5
1121,3
1122,0
1123,21
1124,5
1125,36
1126,6
1127,7
1128,79
1129,37
1130,69
1131,50
1132,6
1133,47
1134,6
1135,26
1136,9
1137,73
1138,27
1139,35
1140,3
1141,11
1142,31
1143,4
1144,75
1145,46
1146,1
1147,2
1148,12
1149,6
1150,87
1151,8
1152,12
1153,58
1154,84
1155,17
1156,82
1157,5
1158,11
1159,11
1160,4
1161,112
1162,34
1163,55
1164,30
1165,5
1166,81
1167,12
1168,33
1169,88
1170,6
1171,17
1172,69
1173,6
1174,1
1175,2
1176,9
1177,40
1178,115
1179,60
1180,65
1181,4
1182,72
1183,8
1184,14
1185,50
1186,33
1187,50
1188,18
1189,2
1190,8
1191,51
1192,1
1193,15
1194,5
1195,21
1196,41
1197,4
1198,26
1199,19
1200,10
1201,61
1202,25
1203,10
1204,0
1205,47
1206,10
1207,21
1208,3
1209,20
1210,2
1211,81
1212,18
1213,9
1214,82
1215,82
1216,18
1217,14
1218,87
1219,87
1220,16
1221,27
1222,85
1223,3
1224,30
1225,8
1226,3
1227,0
1228,40
1229,20
1230,83
1231,46
1232,63
1233,6
1234,77
1235,6
1236,120
1237,10
1238,26
1239,32
1240,21
1241,31
1242,9
1243,90
1244,18
1245,27
1246,89
1247,22
1248,3
1249,99
1250,70
1251,56
1252,76
1253,4
1254,22
1255,41
1256,15
1257,25
1258,22
1259,72
1260,66
1261,61
1262,53
1263,15
1264,91
1265,3
1266,69
1267,85
1268,77
1269,18
1270,39
1271,15
1272,3
1273,70
1274,87
1275,2
1276,85
1277,31
1278,6
1279,35
1280,12
1281,1
1282,78
1283,75
1284,40
1285,41
1286,25
1287,0
1288,40
1289,52
1290,62
1291,53
1292,3
1293,57
1294,3
1295,90
1296,61
1297,3
1298,15
1299,43
1300,67
1301,91
1302,27
1303,85
1304,15
1305,3
1306,3
1307,19
1308,1
1309,104
1310,3
1311,10
1312,29
1313,2
1314,1
1315,23
1316,67
1317,84
1318,3
1319,9
1320,12
1321,1
1322,6
1323,28
1324,11
1325,74
1326,11
1327,11
1328,5
1329,16
1330,85
1331,3
1332,6
1333,40
1334,60
1335,5
1336,82
1337,102
1338,75
1339,4
1340,29
1341,10
1342,1
1343,87
1344,35
1345,42
1346,30
1347,86
1348,76
1349,91
1350,0
1351,78
1352,78
1353,17
1354,1
1355,4
1356,2
1357,11
1358,64
1359,2
1360,3
1361,6
1362,9
1363,4
1364,4
1365,23
1366,2
1367,6
1368,13
